date,symbol,open_price,adj_close,volume,FED_RATE,INFLATION_CPI,CONSUMER_CONFIDENCE,SP500,VIX,US10Y,stock_return
2020-06-19,GOOGL,71.460069,70.69783,52784000,0.08,257.042,78.1,3097.74,35.12,0.7,-0.0066104077
2020-06-19,AAPL,85.922169,84.730148,264476000,0.08,257.042,78.1,3097.74,35.12,0.7,-0.0057146285
2020-06-22,AAPL,85.122661,86.947029,135445200,0.08,257.042,78.1,3117.86,31.77,0.71,0.0261640141
2020-06-22,GOOGL,70.716191,71.989067,29442000,0.08,257.042,78.1,3117.86,31.77,0.71,0.0182641656
2020-06-22,NVDA,9.268408,9.494388,398468000,0.08,257.042,78.1,3117.86,31.77,0.71,0.02866792
2020-06-23,NVDA,9.518553,9.417896,375108000,0.08,257.042,78.1,3131.29,31.37,0.72,-0.0080564813
2020-06-23,GOOGL,72.055556,72.650063,37752000,0.08,257.042,78.1,3131.29,31.37,0.72,0.0091818871
2020-06-23,AAPL,88.189926,88.802895,212155600,0.08,257.042,78.1,3131.29,31.37,0.72,0.0213447831
2020-06-24,AAPL,88.432208,87.235344,192623200,0.08,257.042,78.1,3050.33,33.84,0.69,-0.0176520221
2020-06-24,GOOGL,72.615342,71.097809,31592000,0.08,257.042,78.1,3050.33,33.84,0.69,-0.0213661719
2020-06-24,NVDA,9.444059,9.204127,449372000,0.08,257.042,78.1,3050.33,33.84,0.69,-0.0226981645
2020-06-25,NVDA,9.323966,9.45776,376072000,0.08,257.042,78.1,3083.76,32.22,0.68,0.0275563926
2020-06-25,GOOGL,71.02435,71.514648,23958000,0.08,257.042,78.1,3083.76,32.22,0.68,0.0058629036
2020-06-25,AAPL,87.39039,88.393425,137522400,0.08,257.042,78.1,3083.76,32.22,0.68,0.0132753653
2020-06-26,AAPL,88.289237,85.67746,205256800,0.08,257.042,78.1,3009.05,34.73,0.64,-0.0307258744
2020-06-26,GOOGL,71.094325,67.616104,97640000,0.08,257.042,78.1,3009.05,34.73,0.64,-0.0545139268
2020-06-26,NVDA,9.467729,9.1239,592084000,0.08,257.042,78.1,3009.05,34.73,0.64,-0.0353000551
2020-06-29,NVDA,9.138599,9.168746,342248000,0.08,257.042,78.1,3053.24,31.78,0.64,0.0049151765
2020-06-29,GOOGL,67.506928,69.334618,45074000,0.08,257.042,78.1,3053.24,31.78,0.64,0.0254157425
2020-06-29,AAPL,85.585413,87.652061,130646000,0.08,257.042,78.1,3053.24,31.78,0.64,0.0230469222
2020-06-30,AAPL,87.240189,88.383751,140223200,0.08,257.042,78.1,3100.29,30.43,0.66,0.0083476582
2020-06-30,GOOGL,69.320232,70.370789,40286000,0.08,257.042,78.1,3100.29,30.43,0.66,0.0149444966
2020-06-30,NVDA,9.282363,9.465489,367892000,0.08,257.042,78.1,3100.29,30.43,0.66,0.032364665
2020-07-01,NVDA,9.488408,9.497626,326648000,0.09,258.352,72.5,3115.86,28.62,0.69,0.003395167
2020-07-01,GOOGL,70.426376,71.559311,42182000,0.09,258.352,72.5,3115.86,28.62,0.69,0.0168894276
2020-07-01,AAPL,88.46125,88.216545,110737200,0.09,258.352,72.5,3115.86,28.62,0.69,-0.0018918162
2020-07-02,AAPL,89.122677,88.216545,114041600,0.09,258.352,72.5,3130.01,27.68,0.68,0.0
2020-07-02,GOOGL,72.047638,72.945351,57218000,0.09,258.352,72.5,3130.01,27.68,0.68,0.019369104
